Filename,Frente+Umida,Fundo+Intermediaria,Meio+Seca,camendoim6sCenL1
frame08411.png,0.10290396,0.24292238,0.15483092,0.4993427
frame08421.png,0.102974966,0.24359472,0.15501037,0.49842
frame08651.png,0.09876339,0.23701347,0.15261593,0.5116072
frame08681.png,0.098762386,0.23498593,0.15098149,0.5152702
frame08691.png,0.09872072,0.23513442,0.15108153,0.5150633
frame08711.png,0.098785065,0.23526767,0.1511207,0.5148266
frame08821.png,0.10145648,0.24346519,0.15500079,0.50007755
frame09011.png,0.10294436,0.2562187,0.1577702,0.4830667
frame09021.png,0.1030596,0.25668034,0.15787275,0.4823873
frame09051.png,0.10274213,0.24972859,0.15785411,0.4896752
frame09101.png,0.09884648,0.24736091,0.15639283,0.4973998
frame09111.png,0.09892366,0.24707714,0.15634789,0.49765134
frame09121.png,0.098797366,0.2467719,0.15623055,0.49820024
frame09191.png,0.10185336,0.24907427,0.1576081,0.4914642
frame09401.png,0.10346764,0.2519403,0.15876433,0.48582768
frame09431.png,0.10377341,0.25354856,0.16005273,0.48262537
frame09441.png,0.10378722,0.25348237,0.16008073,0.48264956
frame09471.png,0.10346831,0.24811198,0.1562377,0.492182
frame09531.png,0.10353571,0.25446042,0.15912999,0.48287383
frame09551.png,0.103575416,0.25479704,0.15926366,0.48236394
frame09651.png,0.106058605,0.25525263,0.15944417,0.4792446
frame09731.png,0.10416232,0.24892196,0.15682171,0.49009395
frame09761.png,0.10265771,0.24277377,0.15503827,0.4995303
frame09821.png,0.10388093,0.2513194,0.15779261,0.487007
frame09931.png,0.10276047,0.2460357,0.15589015,0.4953137
frame09951.png,0.10350466,0.24672645,0.1560146,0.4937543
frame09971.png,0.10272053,0.248971,0.15612687,0.49218157
frame10041.png,0.10179351,0.24736334,0.15589206,0.494951
frame10101.png,0.10184766,0.24757376,0.15601486,0.49456373
frame10131.png,0.10186046,0.24747294,0.15597448,0.49469218
frame10151.png,0.101992644,0.24784006,0.15604803,0.4941193
frame10161.png,0.10177566,0.24748518,0.15587358,0.49486563
frame10211.png,0.10203553,0.24821715,0.1561932,0.49355403
frame10261.png,0.10168402,0.24717061,0.15571676,0.49542853
frame10271.png,0.101835586,0.2476774,0.1559609,0.49452612
frame10281.png,0.10188789,0.24806136,0.1560956,0.4939552
frame10331.png,0.10180679,0.24768789,0.15593286,0.4945725
